title,ABS,G1,G2,G3,G4,G5,G6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Detection of respiratory viruses in gargle specimens of healthy children,"Abstract Background Respiratory tract viral infection is one of the most common and important diseases in children. Polymerase chain reaction (PCR) tests are often used to detect viruses in samples, it is difficult to interpret the clinical significance of PCR positivity, which may reflect a past, imminent or active asymptomatic infection due to their high sensitivity. Although single respiratory viruses have been detected in samples from children with symptoms, other respiratory viruses can also be detected simultaneously. However, the clinical importance of these findings for the symptoms is not known. Objectives To investigate the prevalence of respiratory viruses among children without any symptoms such as acute respiratory illness and/or fever. Study design From week twenty-five 2013 to week twenty-six 2014, gargle samples were collected from children once a week and these samples were subjected to real-time PCR to detect respiratory viruses. On each sampling day, we asked the parents about their children’s health condition. Results Among the 286 samples collected, 200 were from asymptomatic children. In the asymptomatic condition, human parechovirus, adenovirus, enterovirus, rhinovirus, coronavirus 229E and HKU1 were observed in 45 episodes. In samples from symptomatic children, parainfluenza viruses, respiratory syncytial virus and coronavirus OC43 were detected in addition to those mentioned above. Conclusions Various viruses of different species were detected in the specimens from the children regardless of their health status. It might be speculated that host factors such as the function of the immune system influence the clinical outcome of the infection. However, this needs to be studied further.",1,0,0,0,0,0,0.289043974,-0.084501122,-0.048927521,0.105623379,0.138423656,-0.144995515,0.121504808,-0.092991603,0.11120153,0.049471268,0.045122171,-0.04713986,0.055452028,0.002742101,0.094126981,-0.043721539,-0.01494785,-0.106557321,0.074709256,-0.062770807,-0.022816545,0.101004065,-0.043329246,0.043288458,-0.030804192,0.067401415,-0.043494003,-0.012027698,0.034500256,-0.089142975
The clinical impact of coronavirus infection in patients with hematologic malignancies and hematopoietic stem cell transplant recipients,"Abstract Background Compared to other respiratory viruses, relatively little is known about the clinical impact of coronavirus (CoV) infection after hematopoietic stem cell transplant (HSCT) or in patients with hematologic malignancies. Objectives To characterize the role of CoV in respiratory tract infections among HSCT and hematologic malignancy patients. Study design We conducted a retrospective review of all cases of CoV infection documented by polymerase chain reaction, (PCR)-based testing on nasopharyngeal and bronchoalveolar lavage fluid samples between June 2010 and 2013. Cases of CoV infection occurring in HSCT and hematologic malignancy patients were identified and the clinical characteristics of these cases were compared to other respiratory viruses. Results CoV was identified in 2.6% (n =43) of all samples analyzed (n =1661) and in 6.8% of all samples testing positive for a respiratory virus (n =631). 33 of 38 (86.8%) of patients in whom CoV was identified were HSCT and hematologic malignancy patients. Among these patients, CoV was detected in 9.7% of unique infection episodes, with only rhinovirus/enterovirus (RhV/EnV) infection being more common. Group I CoV subtypes accounted for 76.3% of cases, and 57% of infections were diagnosed between December and March. CoV infection was associated with upper respiratory tract symptoms in most patients, similar to other respiratory viruses. Possible and proven lower respiratory tract disease was less common compared to other respiratory viruses except RhV/EnV. Conclusions CoV is frequently detected in HSCT and hematologic malignancy patients in whom suspicion for a respiratory viral infection exists, but is less likely to progress to lower respiratory tract disease than most other respiratory viruses.",0,0,0,1,0,0,0.230489548,0.159862302,-0.203024789,-0.003078234,0.02327658,-0.072450567,-0.011742755,0.115811615,0.053906874,0.073266544,-0.006252246,-0.021502312,0.037355078,0.055823091,0.021090166,-0.048377598,0.048945965,-0.032888352,0.040234963,0.047376581,0.068987984,-0.085480998,-0.02878408,0.046817812,0.031468246,-0.006999002,-0.058657779,0.001314087,-0.013783591,-0.040775238
Diagnostics-in-a-Suitcase: Development of a portable and rapid assay for the detection of the emerging avian influenza A (H7N9) virus,"Abstract Background In developing countries, equipment necessary for diagnosis is only available in few central laboratories, which are less accessible and of limited capacity to test large numbers of incoming samples. Moreover, the transport conditions of samples are inadequate, therefore leading to unreliable results. Objectives The development of a rapid, inexpensive, and simple test would allow mobile detection of viruses. Study design A suitcase laboratory “Diagnostics-in-a-Suitcase” (56cm×45.5cm×26.5cm) containing all reagents and devices necessary for performing a reverse transcription recombinase polymerase amplification (RT-RPA) assay was developed. As an example, two RT-RPA assays were established for the detection of hemagglutinin (H) and neuraminidase (N) genes of the novel avian influenza (H7N9) virus. Results The sensitivities of the H7 and the N9 RT-RPA assays were 10 and 100 RNA molecules, respectively. The assays were performed at a single temperature (42°C). The results were obtained within 2–7min. The H7N9 RT-RPA assays did not show a cross-detection either of any other respiratory viruses affecting humans and/or birds or of the human or chicken genomes. All reagents were used, stored, and transported at ambient temperature, that is, cold chain independent. In addition, the Diagnostics-in-a-Suitcase was operated by a solar-powered battery. Conclusions The developed assay protocol and mobile setup performed well. Moreover, it can be easily implemented to perform diagnoses at airports, quarantine stations, or farms for rapid on-site viral nucleic acid detection.",0,0,0,0,1,0,0.053765466,0.087021984,0.282132638,0.165319373,-0.050880882,-0.011839422,0.024055954,0.036501939,-0.015493204,-0.039491052,-0.06704274,0.042299681,-0.027011124,-0.031814275,-0.069982792,0.07842464,-0.051737194,-0.067570706,0.118786045,0.210647843,0.062818115,-0.015468131,-0.034877397,-0.017518056,-0.091837875,0.053369447,0.062713575,0.016963905,0.050581777,-0.067925192
Seasonal variations of respiratory viruses and etiology of human rhinovirus infection in children,"Abstract Background Using the polymerase chain reaction (PCR) method it is possible to detect uncultivable viruses and discover multiple viral infections. However, the clinical importance of these findings in relation to symptoms is not known. Objectives The seasonal fluctuations of respiratory viruses and the clinical outcomes of single infections and dual infections were investigated. Study design Nasal aspirate samples were obtained from outpatients and inpatients of a children’s hospital and these samples were subjected to real-time PCR to detect 16 respiratory viruses. Seasonal variations of the 16 viruses and the clinical outcomes such as wheezing, the need for oxygenation and prolonged hospitalization of patients with single viral infections and multiple infections were determined for the 5 most often detected viruses. Results Among 512 specimens analyzed, one or more viruses were detected in 424 (83%) specimens. Two or more viruses were detected in 160 samples (31% of all samples). The epidemic peaks of the viruses did not coincide with each other. Rhinoviruses were the most frequently detected viruses and their coinfection rates were also higher. However, the disease severity in the lower respiratory tract did not differ in most respiratory viral infections regardless of whether there was single infection or dual infection with a rhinovirus and other respiratory virus. Conclusions Seasonal distribution was seen for each virus. There were no significant differences in clinical symptoms in the children studied. Because the infection of rhinoviruses is the common occurrence in children, it is hypothesized that the factors related to disease severity are mainly the underlying conditions of the children.",1,0,0,0,0,0,0.280306979,-0.108705458,-0.052506409,0.118602229,0.077553424,-0.126687816,0.096912899,-0.054265265,0.046866733,0.105669212,0.040519471,-0.079693446,0.05435075,0.027307045,0.078793616,-0.071962115,0.004668858,-0.078593717,0.050113738,0.004467166,0.009318498,0.033951906,-0.078715697,0.092319259,-0.042680819,0.027598454,-0.012986822,-0.041890963,0.029041302,-0.049372039
External quality assessment for the molecular detection of MERS-CoV in China,"Abstract Background In May 2015, an imported case of Middle East respiratory syndrome coronavirus (MERS-CoV) infection occurred in China, so rapid and reliable diagnosis of suspected cases was necessary. Objectives An external quality assessment (EQA) program for the molecular detection of MERS-CoV was organized by the National Center for Clinical Laboratories (NCCL). Study design MS2 virus-like particles (VLPs) encapsulating specific RNA sequences of MERS-CoV were prepared as positive specimens. The assessment panel, which comprised of three negative and seven positive samples with different concentrations of VLPs, was distributed to 56 laboratories from 16 provinces, municipalities, or autonomous regions for molecular detection. Results Among the received data sets, three employed an in-house-developed real-time reverse-transcription polymerase chain reaction (rRT-PCR) assay and the others applied various commercial rRT-PCR kits. Overall, the majority of laboratories (46/56, 82.1%) could achieve 100% accuracy for MERS-CoV detection, but three laboratories (5.4%) still had room for improvement. Consequently, all negative samples were identified correctly, reaching 100% specificity. The false-negative rate was 3.1%, and most of the false-negative results were obtained from samples with relatively low concentration, indicating an urgent need to improve detection in weak-positive specimens. Conclusions The majority of participants possessed reliable diagnostic capacity for the detection of MERS-CoV. Moreover, EQA is indispensable because it can help enhance the diagnostic capability for the surveillance of MERS-CoV infections and allow comparison of the results among different laboratories.",0,0,0,1,0,0,0.089362207,0.298913177,0.015065038,0.045121096,0.00725774,-0.019779205,-0.027389626,0.306492328,0.231439431,0.006675241,0.044843398,-0.029355517,-0.02537147,-0.03225645,0.030296187,-0.025665896,-0.007445613,-0.07635786,0.015955061,-0.077934514,-0.023673564,0.026243192,0.068016884,-0.024583296,-0.002951811,-0.025066414,-0.025470784,0.003348215,-0.029630924,0.022461141
Pitfalls in interpretation of CT-values of RT-PCR in children with acute respiratory tract infections,"Abstract Background The relation between viral load and disease severity in childhood acute respiratory tract infections (ARI) is not fully understood. Objectives To assess the clinical relevance of the relation between viral load, determined by cycle threshold (CT) value of real-time reverse transcription-polymerase chain reaction assays and disease severity in children with single- and multiple viral ARI. Study design 582 children with ARI were prospectively followed and tested for 15 viruses. Correlations were calculated between CT values and clinical parameters. Results In single viral ARI, statistically significant correlations were found between viral loads of Respiratory Syncytial Virus (RSV) and hospitalization and between viral loads of Human Coronavirus (HCoV) and a disease severity score. In multiple-viral ARI, statistically significant correlations between viral load and clinical parameters were found. In RSV-Rhinovirus (RV) multiple infections, a low viral load of RV was correlated with a high length of hospital stay and a high duration of extra oxygen use. The mean CT value for RV, HCoV and Parainfluenza virus was significantly lower in single- versus multiple infections. Conclusion Although correlations between CT values and clinical parameters in patients with single and multiple viral infection were found, the clinical importance of these findings is limited because individual differences in host-, viral and laboratory factors complicate the interpretation of statistically significant findings. In multiple infections, viral load cannot be used to differentiate between disease causing virus and innocent bystanders.",1,0,0,0,0,0,0.15455071,-0.089894839,-0.074512588,0.039104024,-0.028479567,-0.103091056,0.095138011,-0.066366241,0.070173081,0.047329775,0.014576464,-0.018191609,0.064552658,0.034036291,-0.003887533,-0.003684986,-0.046803075,-0.015978875,-0.033234553,0.016670242,-0.077357662,0.011110724,-0.099650416,0.027609061,-0.027290722,-0.045913254,0.166066572,-0.06611597,-0.027122121,0.077964424
Diagnostic yield and clinical impact of routine cell culture for respiratory viruses among children with a negative multiplex RT-PCR result,"Abstract Background Polymerase chain reaction (PCR) is the reference standard for respiratory virus testing. However, cell culture may still have added value in identifying viruses not detected by PCR. Objectives We aimed to estimate the yield and clinical impact of routine respiratory virus culture among children with a negative PCR result. Study design A retrospective cohort study was performed from Jan. 2013 to Sept. 2015. Respiratory samples from hospitalized or immunocompromised patients <18years old were routinely inoculated on traditional tube cell culture monolayers if they tested negative by a PCR assay for 12 respiratory viruses. We studied patients with a respiratory specimen negative by PCR and positive by culture. Duplicates and samples of sold services were excluded. Data on demographics, clinical history, laboratory findings, and patient management were collected from patients’ charts. Descriptive and multivariate statistics were performed. Results Overall, 4638 PCR-negative samples were inoculated in cell culture. Of those, 196 (4.2%) were cell culture positive, and 144 met study inclusion criteria. Most subjects (81.9%) were hospitalized. Mean age was 2.4±3.4years. The viruses most frequently isolated were cytomegalovirus (33.3%) and enteroviruses (19.4%). Cell culture results prompted a change in management in 5 patients (3.5%), all of whom had acyclovir initiated for localized HSV-1 infection. Four of these had skin or mucosal lesions that could be sampled to establish a diagnosis. Conclusion In children, routine viral culture on respiratory specimens that were negative by PCR has low yield and minimal clinical impact.",1,0,0,0,0,0,0.230236239,-0.00579339,0.018185229,-0.003459415,-0.016762049,-0.082468698,-0.026291189,0.030230301,-0.051706321,0.073270493,0.017901985,-0.04764235,0.037750275,0.108846286,0.050980758,-0.054782361,0.057697848,-0.004533382,0.014237633,-0.091775467,0.04441999,0.022359387,0.038460491,-0.078597869,-0.050537587,0.048260268,-0.014130291,-0.054913083,-0.039400413,-0.039968338
Systematic review of respiratory viral pathogens identified in adults with community-acquired pneumonia in Europe,"Abstract Community-acquired pneumonia (CAP) is an important respiratory disease and the fifth leading cause of mortality in Europe. The development of molecular diagnostic tests has highlighted the contributions of respiratory viruses to the aetiology of CAP, suggesting the incidence of viral pneumonia may have been previously underestimated. We performed a systematic review and meta-analysis to describe the overall identification of respiratory viruses in adult patients with CAP in Europe, following PRISMA guidelines (PROSPERO; CRD42016037233). We searched EMBASE, MEDLINE, CINAHL, WHOLIS, COCHRANE library and grey literature sources for relevant studies, and screened these against protocol eligibility criteria. Two researchers performed data extraction and risk of bias assessments, independently, using a piloted form. Results were synthesised narratively, and random effects meta-analyses performed to calculate pooled estimates of effect; heterogeneity was quantified using I2. Twenty-eight studies met inclusion criteria of which 21 were included in the primary meta-analysis. The pooled proportion of patients with identified respiratory viruses was 22.0% (95% CI: 18.0%–27.0%), rising to 29.0% (25.0%–34.0%) in studies where polymerase chain reaction (PCR) diagnostics were performed. Influenza virus was the most frequently detected virus in 9% (7%–12%) of adults with CAP. Respiratory viruses make a substantial contribution to the aetiology of CAP in adult patients in Europe; one or more respiratory viruses are detected in about one quarter of all cases.",1,0,0,0,0,0,0.167976483,-0.071312638,-0.071395725,0.01614457,-0.016558396,-0.011295707,-0.012512417,0.071179182,-0.132339563,0.090917457,-0.065619685,-0.006442428,0.045877219,-0.006893929,-0.059322677,-0.048691561,-0.008879835,-0.027300616,-0.036337494,0.0904504,-0.007627513,0.062533205,0.15203016,0.084856777,0.083285178,-0.084234686,-0.010881999,-0.006999461,0.082197951,-0.038460118
Kinetics of viral load and cytokines in severe fever with thrombocytopenia syndrome,"Abstract Background Severe fever with thrombocytopenia syndrome (SFTS) is an emerging infectious disease in China, Japan, and Korea, which is characterized by high fever, thrombocytopenia, and high mortality. It is hypothesized that a cytokine storm plays an important role in the pathophysiology of SFTS. However, limited data have been published on the detailed kinetics of the viral load and cytokine profiles throughout the course of this disease. Objectives We investigated the patterns of changes in cytokines and viral load in SFTS patients. Study design During the admission period of patients, RNA was extracted from plasma and quantified by reverse transcription polymerase chain reaction. In addition, cytokine bead arrays were performed for the 18 cytokines and chemokines selected for testing. Results The median time from admission to the negative conversion of SFTS viremia was 17.0 days. When censored patients were found to be negative for viral load at discharge, the median duration of viral shedding was 13.0 days (95% CI, 5.4–20.6). Interferon (IFN)-α, interleukin (IL)-10, and IFN-γ-induced protein (IP)-10 concentrations significantly increased in the early course of disease and then decreased during the hospital stay. However, the concentrations of tumor necrosis factor-α, IL-1β, IL-12p40, IL-13, IL-17A, Regulated on Activation and Normally T-cell Expressed and Secreted (RANTES), and vascular endothelial growth factor (VEGF) increased during the late course of disease. Initial IP-10 levels during hospital days 1–4 were the most significantly correlated with initial viral load (r = 0.88, P < .01). Conclusion SFTS viremia persisted until weeks 2–3 and was highly correlated with initial plasma IP-10 levels. In addition, IFN-α, IL-10, and IP-10 were associated with the initial cytokine storm in SFTS.",0,1,0,0,0,0,0.039632255,-0.023782727,-0.043568628,-0.162291803,-0.123874986,-0.010801634,0.012333301,0.00976021,-0.018019242,-0.038394406,0.000116184,-0.041562009,-0.055436953,0.108409574,-0.078277641,0.03744928,-0.040412744,-0.041831821,-0.008677821,-0.020870658,-0.029649516,-0.051189638,-0.008933808,0.002595079,-0.109259218,-0.065395762,0.09624485,-0.036684001,-0.042486196,0.029571339
Human coronavirus circulation in the United States 2014–2017,"Abstract Background Human coronaviruses (HCoVs) -OC43, -229E, -NL63 and -HKU1 cause upper and lower respiratory tract infections. HCoVs are globally distributed and the predominant species may vary by region or year. Prior studies have shown seasonal patterns of HCoV species and annual variation in species prevalence but national circulation patterns in the US have not yet been described. Objectives To describe circulation patterns of HCoVs -OC43, -229E, -NL63 and -HKU1 in the US. Study design We reviewed real-time reverse transcription polymerase chain reaction (rRT-PCR) test results for HCoV-OC43, -229E, -NL63 and -HKU1 reported to The National Respiratory and Enteric Virus Surveillance System (NREVSS) by U.S. laboratories from July 2014–June 2017. We calculated the total number of tests and percent positive by week. For a subset of HCoV positive submissions with age and sex of the patient available, we tested for differences in age and sex across the four HCoV species using Chi Square and Kruskal Wallace tests. Results 117 laboratories reported 854,575 HCoV tests; 2.2% were positive for HCoV-OC43, 1.0% for HCoV-NL63, 0.8% for HCoV-229E, and 0.6% for HCoV-HKU1. The percentage of positive tests peaked during December – March each year. No significant differences in sex were seen across species, although a significant difference in age distribution was noted. Conclusions Common HCoVs may have annual peaks of circulation in winter months in the US, and individual HCoVs may show variable circulation from year to year. Different HCoV species may be detected more frequently in different age groups. Further years of data are needed to better understand patterns of activity for HCoVs.",1,0,0,0,0,0,0.095974455,-0.039658817,-0.0492005,-0.026227236,0.188425748,-0.047674657,0.106318329,-0.029276197,0.131004848,-0.11900801,-0.043234233,0.40332453,0.326178742,0.175849656,0.013174104,0.093154815,-0.061904448,-0.045709827,-0.057357579,-0.002186364,-0.038705942,-0.029363851,0.044565158,-0.097494222,0.01003551,-0.013379816,0.05978107,0.025775277,0.027293046,0.052420691
Clinical decision making in the emergency department setting using rapid PCR: Results of the CLADE study group,"Abstract Background Emergency Departments (ED) are challenged during influenza season by patients who present acutely during sporadic ED visits. ED management is largely empiric, often occurring without reliable diagnostics needed for targeted therapies, safe outpatient discharge, or hospital admissions. Objective To evaluate the impact of the influenza diagnosis on physician decision making during ED visits using the Cobas Liat® influenza A + B assay. Study design Prospective study assessing the impact of rapid (<30 min), reverse-transcriptase polymerase chain reaction (RT-PCR) influenza testing on physician decision making in the ED. Physician responses established pre-and post-diagnosis management courses which required confirmation via secondary documentation in the medical record. Changes in physician decision making were analyzed across four clinical touchpoints: (i) admission/discharge status, (ii) medical procedures, (iii) antiviral and antibiotic prescribing, and (iv) laboratory studies. Results An influenza diagnosis changed patient management courses, relative to empiric, pre-diagnosis plans, in in 61% of the cases resulting in cost savings of $49,420-to-$42,270 over 143 patients and 104 days during influenza season resulting in a cost savings of $200.40/ED visit. Evaluation over 2000 ED patient visits projects cost savings > $578,000 due to deferred admissions, and reduction in antiviral prescribing. Sensitivity of ED-based influenza testing using the Cobas Liat® assay was equivalent to centralized lab testing at 98.8% sensitivity and 98.5% specificity respectively. Conclusion Providing rapid, RT-PCR influenza testing to ED settings is actionable and used to guide patient care decisions. Understanding the cascade of events linked to the influenza diagnosis in the ED provides overall cost savings which offset the cost of providing ED-based testing.",0,1,0,0,0,0,0.091491151,-0.014253053,0.056529011,0.069256429,-0.07811358,0.152991465,-0.084302068,0.041788166,-0.049905379,-0.059266719,-0.011578722,0.026728893,0.006420789,-0.028129193,-0.022848066,0.031297035,0.014760335,0.032755553,-0.02948888,-0.04693109,0.013797973,-0.048427549,0.005683104,-0.057299305,3.73E-05,-0.013986343,-0.00217584,-0.02134777,0.022955723,0.030157337
WU polyomavirus detected in children with severe respiratory failure,"Abstract Background WU polyomavirus (WUPyV) is a relatively new virus associated with respiratory infections. However, its role is unclear in children with severe respiratory failure. Objectives We aimed to evaluate the characteristics of severe respiratory failure associated with WUPyV infection in children. Study design We retrospectively reviewed cases of respiratory tract infection at a tertiary children's hospital in Japan and performed real-time polymerase chain reaction (PCR) for WUPyV using residual extracted nucleic acid samples taken from respiratory tract samples of pediatric patients primarily with respiratory failure. We investigated the clinical characteristics of patients positive for WUPyV and assessed samples positive for WUPyV for other respiratory pathogens using multiplex PCR. Results WUPyV was detected in 14 of 318 specimens of respiratory tract infections. The median age was 34 months and males were predominant (n = 11, 64%). An underlying disease was found in 11 (79%) patients including five preterm and three immunocompromised patients. The most common clinical diagnosis was pneumonia (n = 13, 93%). The majority of the samples were endotracheal tube aspirates (n = 11, 79%). Other viruses were co-detected in nine (64%) patients, while WUPyV was the only pathogen detected in five patients with a history of admission to the neonatal intensive care unit. These five patients presented with fever and cough, and perihilar infiltrates were detected on chest radiograph in several days. Conclusions WUPyV was detected in children with severe respiratory failure independently or concurrently with other pathogens. WUPyV can be a pathogen for children with a history of preterm birth or an underlying disease.",1,0,0,0,0,0,0.232509545,-0.040619368,-0.076416602,-0.045214621,0.007537364,-0.112718849,0.001414027,0.02306454,-0.022060111,0.051534484,-0.003546065,0.007368823,0.010580504,0.023504772,0.007904861,-0.014692787,0.017755868,0.008651079,0.018235168,0.014398924,0.029988166,-0.001868485,-0.025590658,-0.026665322,0.003944806,0.021000835,-0.061571333,-0.000591072,-0.002892678,-0.036493334
Human adenovirus in nasopharyngeal and blood samples from children with and without respiratory tract infections,"Abstract Background Human adenovirus (HAdV) is a double-stranded DNA virus associated with respiratory tract infections (RTI) in children. Using polymerase chain reaction (PCR) tests, HAdV often is detected together with other virus species, even in healthy controls. Objectives The aim of this study was to compare molecular detection of HAdV with culture, and to examine the associations of various methods to RTI. Study design Nasopharyngeal aspirates (NPA) were collected from 4319 children admitted with RTI and from 361 controls. The NPAs were examined for 23 viral and bacterial pathogens, using inhouse real-time PCR-assays based on TaqMan probes, in addition to bacterial and viral culture. HAdV concentration was evaluated semi-quantitatively from the Ct-value and quantitatively by use of ADENOVIRUS R-gene®. Results HAdV-DNA was detected in 6.1% patient samples and in 10.5% controls (p< 0.001). Compared to controls, patients had an OR of 3.8 (95% CI 1.4–10.3) for mono-detection of HAdV DNA, and an OR of 5.1 (95% CI 2.0–13.4) for HAdV-positive samples grew adenovirus by culture. HAdV DNA loads from children with RTI consisted of two clusters: one cluster with high viral loads (Ct < 30 and >106 copies/ml) and one cluster with low viral loads, whereas among the controls, nearly all had low viral loads (OR 7.8, 95% CI 2.2–27.1). In 61 available plasma samples, 16.4% were positive for HAdV DNA, all were from patients. Conclusion The detection of HAdV DNA per se by qualitative PCR is not useful as a diagnostic test. Detection of HAdV by use of viral culture and a high viral HAdV DNA load are the two methods most strongly associated with RTI in children.",1,0,0,0,0,0,0.123780053,-0.049390247,0.039446142,-0.052011095,-0.003390446,-0.092657554,0.066124527,-0.036641796,-0.020475785,0.004263838,-0.031191857,0.003287236,-0.04183107,-0.067475502,-0.012185016,0.010358586,-0.118133345,-0.029302339,0.00154853,-0.106978664,-0.065946461,0.310383849,0.034318796,0.07184948,-0.191559869,0.093665268,-0.064767039,0.18307652,-0.194950764,0.074046832
Molecular and clinical characterization of human adenovirus associated with acute respiratory tract infection in hospitalized children,"Abstract Background Human adenovirus (HAdV) is a common pathogen in children that can cause acute respiratory tract infection (ARTI), but the molecular epidemiological and clinical information relating to HAdV among hospitalized children with ARTI are few reported in China. Objectives To evaluate the epidemiological, clinical, and molecular characteristics of HAdV infections among hospitalized children with ARTI in Hebei, Northern China from June 2017 to May 2018. Study design A 12-month longitudinal, retrospective study on HAdV, typed by nested polymerase chain reaction targeting the hexon gene’s hypervariable region (typing was merely performed by sequencing of the hexon neutralization epitope and thus genotypes could not be identified unequivocally), associated with ARTI was performed. The epidemiological and clinical data of different types of HAdV were analyzed using statistical product and service solutions (SPSS) 21.0 software. Results HAdV was detected in 330 (3.71%) of the 8906 specimens, with most (88.48%, 292/330) HAdV-positives cases detected among children < 3 years old. HAdV were detected throughout the year with a higher prevalence in spring. 11 types were identified, with HAdV-2 (33.33%, 110/330) as the predominant type, followed by HAdV-3 (21.21%, 70/330) and HAdV-7 (13.94%, 46/330). Of the 330 HAdV-positive specimens, 247 (74.85%) were co-detected with other respiratory pathogens, most commonly rhinovirus (HRV) (58.7%, 145/247). Additionally, patients with HAdV-7 positive had longer duration of fever than HAdV-2 or -3 positive patients. Conclusions During the study period, HAdV-2, HAdV-3 and HAdV-7 were the predominant types identified from children with ARTI in Hebei Province. Pediatric patients with HAdV-7 positive may not present more severe clinical outcome except a longer duration of fever.",1,0,0,0,0,0,0.103229459,-0.058013001,-0.036270776,-0.096515969,0.046325526,-0.061327399,0.032457979,-0.025926072,0.015299358,-0.013329987,-0.021837765,0.049656113,-0.053149444,-0.064289432,0.024054798,-0.022196002,-0.087035464,0.039012185,-0.025821562,-0.075221893,0.037049165,0.253608343,-0.031732339,0.052895497,-0.153295915,0.162261818,-0.061037254,0.346448163,-0.143111378,0.048553815
"Detection of viral, Chlamydia pneumoniae and Mycoplasma pneumoniae infections in exacerbations of asthma in children","Abstract Background: A high frequency of virus infections has been recently pointed out in the exacerbations of asthma in children. Objectives: To confirm this, using conventional and molecular detection methods, and expanding the study to younger children. Study design: One hundred and thirty-two nasal aspirates from 75 children hospitalized for a severe attack of asthma were studied (32 infants, mean age 9.1 months; and 43 children, mean age 5.6 years). According to the virus, a viral isolation technique, immunofluorescence assays (IFA) or both were used for the detection of rhinovirus, enterovirus, respiratory syncytial (RS) virus, adenovirus, coronavirus 229E, influenza and parainfluenza virus. Polymerase chain reaction (PCR) assays were used for the detection of rhinovirus, enterovirus, RS virus, adenovirus, coronavirus 229E and OC43, Chlamydia pneumoniae and Mycoplasma pneumoniae. Results: Using IFA and viral isolation techniques, viruses were detected in 33.3% of cases, and by PCR techniques, nucleic acid sequences of virus, Chlamydia pneumoniae and Mycoplasma pneumoniae were obtained in 71.9% of cases. The combination of conventional and molecular techniques detects 81.8% of positive samples. Two organisms were identified in the same nasal sample in 20.4% of the cases. The percentage of detections was higher (85.9%) in the younger group than in the other (77%). The most frequently detected agents were rhinovirus (46.9%) and RS virus (21.2%). Using PCR rather than conventional techniques, the detection rates were increased 5.8- and 1.6-fold in rhinovirus and RS virus infections, respectively. The detection levels of the other organisms are as follows: 9.8, 5.1, 4.5, 4.5, 4.5, 3.7, and 2.2% for enterovirus, influenza virus, Chlamydia pneumoniae, adenovirus, coronavirus, parainfluenza virus, and Mycoplasma pneumoniae, respectively. Conclusion: These results confirm the previously reported high frequency of rhinovirus detection in asthmatic exacerbations in children. They also point out the frequency of RS virus detection, and emphasize the fact that PCR assays may be necessary to diagnose respiratory infections in asthma.",1,0,0,0,0,0,0.225029149,-0.093841318,0.034805814,0.088079755,0.028993524,-0.089205193,0.044603071,-0.053783902,0.000512581,0.078009708,-0.03054731,-0.075558867,0.059125109,-0.094406228,0.077207548,0.000518534,0.028541393,-0.095405253,0.052239151,-0.092287377,-0.071424103,0.03057552,0.132487847,0.052526136,0.028315911,0.110861255,0.007982094,0.048637924,0.032633737,0.0483245
Methods to detect infectious human enteric viruses in environmental water samples,"Abstract Currently, a wide range of analytical methods is available for virus detection in environmental water samples. Molecular methods such as polymerase chain reaction (PCR) and quantitative real time PCR (qPCR) have the highest sensitivity and specificity to investigate virus contamination in water, so they are the most commonly used in environmental virology. Despite great sensitivity of PCR, the main limitation is the lack of the correlation between the detected viral genome and viral infectivity, which limits conclusions regarding the significance for public health. To provide information about the infectivity of the detected viruses, cultivation on animal cell culture is the gold standard. However, cell culture infectivity assays are laborious, time consuming and costly. Also, not all viruses are able to produce cytopathic effect and viruses such as human noroviruses have no available cell line for propagation. In this brief review, we present a summary and critical evaluation of different approaches that have been recently proposed to overcome limitations of the traditional cell culture assay and PCR assay such as integrated cell culture-PCR, detection of genome integrity, detection of capsid integrity, and measurement of oxidative damages on viral capsid protein. Techniques for rapid detection of infectious viruses such as fluorescence microscopy and automated flow cytometry have also been suggested to assess virus infectivity in water samples.",0,0,0,0,1,0,0.026718968,0.029538044,0.182367346,0.073752922,-0.046083548,0.005981323,0.067734255,-0.019277343,-0.008598473,0.084555061,-0.045833617,-0.07449632,0.07333838,0.016519685,0.069389198,-0.068907943,0.002343974,-0.038696199,0.00168208,-0.081589096,0.021967816,0.049898469,0.056796811,-0.022361354,-0.065661097,0.021028494,0.050057627,-0.044756772,-0.075595554,-0.010664903
